# timestamp tx ty tz qx qy qz qw 
1403715273.262143 0.878895 2.1834 0.948427 -0.82423730421533 -0.10694203947092379 -0.5517022036261489 0.06943302562683186
1403715273.312143 0.8789920255393604 2.1832999640716237 0.9484019041712576 -0.82416878857862 -0.10528409932815527 -0.5519867322976124 0.07051038029193397
1403715273.362143 0.8792326455883324 2.1829948876525034 0.9483442113065769 -0.8241019149784118 -0.10376570283650896 -0.5522513528697333 0.07146436802567628
1403715273.412143 0.8796728750408431 2.1822228154488106 0.9482170271551082 -0.8240173358315117 -0.10193269995132102 -0.5525640679980768 0.0726505725179665
1403715273.462143 0.8827779077612279 2.1831908601385672 0.9500932598108609 -0.823933899875278 -0.10045471555914275 -0.552829602082678 0.07362886539500085
1403715273.512143 0.8841083214534311 2.1820689951338195 0.9503915539255112 -0.8238506435381667 -0.09876663696232489 -0.5531114923473934 0.07471911133130839
1403715273.562143 0.8855717556910062 2.1803003672786105 0.9506417443081667 -0.8237608575162397 -0.09698254814250114 -0.5534244041247833 0.07572228139078657
1403715273.612143 0.8872159631897871 2.1778113782814015 0.9508192623604741 -0.8237270794085396 -0.09505724514981205 -0.5536818845278757 0.07664326153854711
1403715273.662143 0.8890759742297332 2.174545239347293 0.950928515793568 -0.8236267141286266 -0.09367723274269402 -0.5539155480182402 0.07772501208108844
1403715273.712143 0.8632287397326059 2.179578179605175 0.9525346513686973 -0.8247296695391629 -0.09611641686917811 -0.5514476066040571 0.08054901464767106
1403715273.762143 0.8767328096003651 2.1872116391115157 0.9539637996125486 -0.8254239305634122 -0.09717752934539776 -0.5507180338105879 0.07708119017874449
1403715273.812143 0.8781544890537154 2.1845762592784235 0.9540939229751422 -0.8255433278516124 -0.09619035707341876 -0.5505842533232173 0.0779910830690834
1403715273.862143 0.8801190351079534 2.1806965018612177 0.9540749416527065 -0.8256427516297874 -0.09513328449523745 -0.5505076876300592 0.0787717634850636
1403715273.912143 0.8822830461726034 2.1762532577477214 0.953879064339562 -0.8257771914135893 -0.09401132638046315 -0.5503636650079307 0.07971033115166766
1403715273.962143 0.8845618469480652 2.171363159645068 0.9536357574185452 -0.825890428020979 -0.09298196233849076 -0.5503099426275042 0.08011443458154575
1403715274.012143 0.8705734344473774 2.182190917930849 0.9434606439714405 -0.8252923911249593 -0.09919542744588501 -0.5515974029213149 0.06923179483110341
1403715274.062143 0.8826537532071983 2.1736507999482964 0.9413039856404539 -0.8234326206857528 -0.10623782671626893 -0.5528408795238191 0.07098736008985876
1403715274.112143 0.8839466901830191 2.171360673939088 0.9403456084336157 -0.8232603055208326 -0.10627572675146907 -0.5530517889974239 0.07128574853321896
1403715274.162143 0.8853972224369179 2.16892718647757 0.9392500273766196 -0.8232454102096993 -0.10638447564555183 -0.5529937528325719 0.07174431850978491
1403715274.212143 0.8850287364109178 2.171840931106176 0.9386514519090973 -0.8232448126792912 -0.10746225651300538 -0.5528581574908535 0.0711877764619061
1403715274.262143 0.8866036664957833 2.1695968282387623 0.9373908227505435 -0.8233469966418943 -0.10748801112127204 -0.5527324510802896 0.07094285100516719
1403715274.312143 0.8871656992135863 2.170722870328877 0.9366481277287656 -0.8233722582704789 -0.10764897937171644 -0.5527089536015032 0.07058777627557736
1403715274.362143 0.8885817825224445 2.168772099514536 0.9355072746522204 -0.8232494275966347 -0.10764040382884214 -0.5529056966145535 0.07049265264233244
1403715274.412143 0.8889950769733279 2.169564776306062 0.9342216935745754 -0.8231797771782694 -0.10799672026955767 -0.5529710503617383 0.07024799155555553
1403715274.462143 0.8914178363577271 2.1790048529948023 0.9485548469716473 -0.8242862472831372 -0.10734022523596777 -0.5515856906426669 0.06916273898875587
1403715274.512143 0.8920117291365829 2.17875979641476 0.94826700230078 -0.8241269609518651 -0.10778295957185903 -0.5517592796152063 0.06898755841949054
1403715274.562143 0.894075572176669 2.1779974828598676 0.9483021386834898 -0.8241533385792411 -0.10774098363567385 -0.5517131744425422 0.06910664295450425
1403715274.612143 0.8940861556354653 2.1780057223291003 0.9478583136831574 -0.8239744568726587 -0.1079438813468441 -0.5519671795924254 0.0688944522727976
1403715274.662143 0.8963617603261925 2.177249267573717 0.947867116230513 -0.8238931973265418 -0.10827167775415189 -0.5520430861848644 0.06874353926617073
1403715274.712143 0.8819430211772779 2.182579079461326 0.9457089706728495 -0.8231127942233784 -0.10842236734832751 -0.5532121096734205 0.0684564091597706
1403715274.762143 0.8824431639842686 2.1825203496696437 0.9457238938455501 -0.8230643046428039 -0.10849541231639052 -0.5532921324501521 0.06827673174601674
1403715274.812143 0.8826513419675996 2.182664424321071 0.9456097472073212 -0.8230096175045732 -0.10849350766749742 -0.5533821621051253 0.06820931719960033
1403715274.862143 0.8830710870145483 2.1826753180092227 0.9456471042319213 -0.8229486076034283 -0.10852176131114746 -0.5534717465852333 0.06817361877879453
1403715274.912143 0.8820567700686989 2.184465468911086 0.9456424328180163 -0.8230272533408566 -0.10795119934373676 -0.5535094577983171 0.06782299717844628
1403715274.962143 0.882466576805847 2.1846337837421355 0.9456807796898757 -0.8230233079275818 -0.10796547020433238 -0.5535061828524285 0.0678748657135499
1403715275.012143 0.8823035511166294 2.184636061419266 0.9455900394254169 -0.8229431944894384 -0.10792495267542498 -0.5536352537897788 0.06785800612052323
1403715275.062143 0.8825178189564498 2.1848821808700856 0.945683970606448 -0.8228975609608209 -0.10796386547139755 -0.553700908925031 0.0678137992800923
1403715275.112143 0.8822553606590259 2.1850269931081616 0.9454818367374884 -0.8228600875772899 -0.10795771654878773 -0.5537571427013018 0.06781913164555066
1403715275.162143 0.8824139400663024 2.185254696355657 0.9455947046967059 -0.8228285547505484 -0.10803367010943779 -0.553800751468396 0.06772461356736607
1403715275.212143 0.8819352541477412 2.1852910625414075 0.9453204177705747 -0.8227452855495244 -0.10802117822806896 -0.553929162435629 0.0677060053733342
1403715275.262143 0.8819580412529642 2.1855998162572297 0.9454251380773828 -0.8227151519514266 -0.10798321121782267 -0.5539817221052395 0.0677027061345508
1403715275.312143 0.8811924467402126 2.1854203658040485 0.9451570476101351 -0.822640518440634 -0.1079618825972653 -0.5540979061328332 0.06769283377869095
1403715275.362143 0.881015289899816 2.185716833590558 0.9452315345156724 -0.8226033808818631 -0.10801759605244253 -0.5541494157832426 0.0676335840531222
1403715275.412143 0.8805921810075884 2.185580111471492 0.9449272939315704 -0.8225663156000376 -0.10800184529747131 -0.5542128736572225 0.06758955929079635
1403715275.462143 0.8802724050477417 2.1858747206901263 0.9450006940656517 -0.8225088608230454 -0.10804575287532597 -0.5542980691914546 0.06751992034803975
1403715275.512143 0.8798441436878511 2.185879342615969 0.9447681552845001 -0.8224701078935196 -0.10800483350432794 -0.5543657868949117 0.06750149540351108
1403715275.562143 0.8793637425594397 2.1861931154008167 0.9447920740197422 -0.8224087331311998 -0.10799503810327045 -0.554465692120517 0.06744437467961563
1403715275.612143 0.8794445044516296 2.1857647786319903 0.9445576313491746 -0.8224255521781372 -0.10795026638614794 -0.5544509946812365 0.0674317848542767
